client_id,path,sentence_id,sentence,age,gender,accents,locale,ai_transcript,wer,cer
d7154e30db444d399d2fee0b98f6f75b635b5486efc1df3d56c188c3d079db76c0547e8eb16d51254f1fd4fdeaa5565f1d177132fa14c5bc51d1fdb6820d8637,common_voice_en_41680077.mp3,f380481a3497ee3512f4f5af8c65fdf8698bba5acdf7b03a0f324ae099c34c77,"Considered a ""Shining Star"" of the Core Worlds.",,Unknown,United States English,en, Considered a shining star of the core worlds.,0.5,0.1276595744680851
d909ce11d92c84a5685fa7a64dde65efd177f19a43bfd1d85fcd732a5fb5f06b2a0550382be8beb9074455ba0002ab59fb7adce226d44c817eab09d8906a2ead,common_voice_en_41798570.mp3,f49fc027beac7d58ca23411c418a7db1f83480b4c2990ae06d134aed71a9f709,A win earns a two-year exemption for most events.,45.0,Unknown,Canadian English,en, A win earns a two-year exemption for most events.,0.0,0.0
db6c597505531c2453405b6c0214815b43deae4f9fd0b6ea45a579a83ea02d471b38780160a837c324cb16a26ad6b3693aa4e84a8994d613aeb8dc3ceaec3531,common_voice_en_41295264.mp3,f181328859fa334efc269bad2180ce418f4a21d4f1f95bfa1bffe1204ca32091,These may also be forgeries to conceal identities.,,Unknown,Unknown,en, These may also be forgeries to conceal identities.,0.0,0.0
def4e36fe7701d7e62a364deaae15fc3c6212f41549b57631d5a969c3f8d63e231943444b739fdb3462bca10e5e93623678678c6430189c5dec65f2b9d1d9a75,common_voice_en_41645566.mp3,f2ec6c3ede9cee02e7eeef7624edec28c81fd0b14db1c65e4e52d76f087f78f0,Moore lives in Toronto.,,Unknown,US English (West Coast),en, Moore lives in Toronto.,0.0,0.0
e517e2250f45bf001b3d522af1430e3c07042b2576836bf506eed99217840c8a94cde9d02de3e8f7929ebfa0ea24580524124f66cec28148aa2b94a742193868,common_voice_en_41284140.mp3,f175021af6d1329648f4eccb93fabefcebc4008f5deafea6af18d6948f4ca5af,"In Lao, represents a doubled word.",15.0,Unknown,South Asian English,en," In Laos, represents a double word.",0.3333333333333333,0.058823529411764705
e8d5a21eb993aa8f54c6c8532536028cf29f16b953b7ba5bc110e057bbbd52bc3b04882d82ffd9ddbf33fc291f567f8a9d87539cea6d93e967b9ff95d3f9a20e,common_voice_en_41550758.mp3,f263f6c53d77cb42c5a389f02a03385faa9e15db838cb144f27000bd86e89426,Many of the illustrations he created for the magazine depict characters seen the film.,25.0,Unknown,Unknown,en, Many of the illustrations he created for the magazine depict the characters in the film.,0.14285714285714285,0.08139534883720931
f5b6b0249fea41111094edd9c17830ecb849c8e4235bd7924936b45e6a3bee2d163a2cea30df6724da1d1301ffcba33faf4910e3450150cca33e8df9135eacf3,common_voice_en_41543184.mp3,f24fa10faab43cefaaef6c57262dc3334ec286382c11625bd4a6853e2df6ee7c,You just didn't bother saying 'this sucks' anymore.,,Unknown,Unknown,en, You just didn't bother saying this sucks anymore.,0.25,0.0392156862745098
f5fcfa6074c84b80204d44cf03eb3d801aff5bb98d1de0da315a4d6df28a806cd0ae65addd519f9a698be8b8d75608bcc78c33df5293476dc77ad5c022e9ad25,common_voice_en_41693119.mp3,f38f5ef3e81ed9adf7d7f01304f48539efe8d2577c7fd38fa21a057c4bc18d85,"Its headquarters are in the town of Damaturu, the State capital.",,Unknown,United States English,en," Its headquarters are in the town of Dematru, the state capital.",0.18181818181818182,0.046875
189783b447bc8e818018f280757764b62b55a873959decd86fc449f80ef5e649e293363deb7bf5ffa347857e38cbb888fbae507b4a6098bc2a71fd6b051a0d7a,common_voice_en_41796793.mp3,f4955b5d8cd85592d71e8edeacdf68ff3e0c4f28513027b88f02bb021a052da7,This is a hard one because I don't really believe in god,25.0,Unknown,United States English,en,これは難しいから、私は本当に神と信じることができない。,1.0,1.0
189783b447bc8e818018f280757764b62b55a873959decd86fc449f80ef5e649e293363deb7bf5ffa347857e38cbb888fbae507b4a6098bc2a71fd6b051a0d7a,common_voice_en_41798305.mp3,f48fd82bfaaba2f373c9aecf1af9cc37dfa3f39f4ba547eb7796c6fbecd2db9f,The rank has a rather confusing history.,25.0,Unknown,United States English,en,ランクはかなり不思議な歴史がある,1.0,1.0
2b9dd180076f5f62e1a988dd5f329078c215799cf7f645506ab35b0960dd357caa1999ee9162203a1ffaf07a5652e1ba7cb77a806aac55630310a188b82fdac6,common_voice_en_41731588.mp3,02ca4a6a1c34d56319732d3994d90b0324263a16a2aeb21cb71c2b0df21fd3e4,He experienced weightlessness and saw the curvature of the Earth.,25.0,Non-binary,US English (European influence),en, He experienced weightlessness and saw the curvature of the Earth.,0.0,0.0
2b9dd180076f5f62e1a988dd5f329078c215799cf7f645506ab35b0960dd357caa1999ee9162203a1ffaf07a5652e1ba7cb77a806aac55630310a188b82fdac6,common_voice_en_41735538.mp3,f41f407e9180d84c1d3a67b2d8260944db7e51d95b175724d4adedccf538c971,Holmes versus Cooney was refereed by Mills Lane.,25.0,Non-binary,US English (European influence),en, Holmes vs. Cooney was refereed by Mills Lane.,0.125,0.08333333333333333
37ba73d716db821a59371c40fd96999f1aa396b06e585e3273b64f1fea9b65f8df6988d6386aee11072185034cf6849f26918d0cf2b937752b94332e1417387f,common_voice_en_41307772.mp3,f100e2f6fa357ca42dcd75e2440bc469ab017231716edcebc9a4f556459c14c0,It is a freeway for its entire length.,25.0,Transgender,United States English,en, It is a freeway for its entire length.,0.0,0.0
37ba73d716db821a59371c40fd96999f1aa396b06e585e3273b64f1fea9b65f8df6988d6386aee11072185034cf6849f26918d0cf2b937752b94332e1417387f,common_voice_en_41307806.mp3,f10a6c4a127738935f1de9720d222bb9e75ef446f8fc5f680d4cf8cc034d277a,This group became legendary in the dance world.,25.0,Transgender,United States English,en, This group became legendary in the dance world.,0.0,0.0
57318e13e2bd9657c5679c65662b57d8eeb1195e304bbcdf6c7f86448286a937ed698ae7d7ed1d1ad5681e3e3f91f7ae8634c9dfabc7b144f0599c2b12cc526c,common_voice_en_41547685.mp3,f2424e0dd4d65b6a01c169204e315143a1b5c4c2b4e1c0bd38940bc87b5b5967,The mountains separate Luzon's central plain from the South China Sea.,25.0,Non-binary,United States English,en, The mountains separate Luzon's central plain from the South China Sea.,0.0,0.0
57318e13e2bd9657c5679c65662b57d8eeb1195e304bbcdf6c7f86448286a937ed698ae7d7ed1d1ad5681e3e3f91f7ae8634c9dfabc7b144f0599c2b12cc526c,common_voice_en_41547689.mp3,f242382aff13c9c2d837d5957c218f6eb1fc55450ff4e6450d2dc9560486bf50,Fundamental justice was thus seen as having been violated.,25.0,Non-binary,United States English,en, Fundamental justice was thus seen as having been violated.,0.0,0.0
695e9e1949e9949ceaa051b7eb80f646e4d0412acf2491304b3812a844837c8a1ec9de31a60952a536f5ad3914c11679ac842e3a723b527acdcfe958c1e8824d,common_voice_en_41587501.mp3,f281a6d111c703a48558a812768a2145e5104a82bf5d200d24cc711cdf36f225,A mosque is situated inside Sitio Bolangan on the outskirts of the city.,55.0,Female,UK English,en, A mosque is situated inside Sitio Bolangan on the outskirts of the city.,0.0,0.0
695e9e1949e9949ceaa051b7eb80f646e4d0412acf2491304b3812a844837c8a1ec9de31a60952a536f5ad3914c11679ac842e3a723b527acdcfe958c1e8824d,common_voice_en_41654965.mp3,f313a4673cbad32c2c1287e371a5a64fd8ffe8179c2ebfaaf092def08d2a2ccf,The river bearing this name was renamed Pagan River.,55.0,Female,UK English,en, The river bearing this name was renamed Pagan River.,0.0,0.0
7cc582846b78ad7c05670b0e99055098042e6fbec4fb0dd3348189321d6f5277d1122bacf2da3a2b355260eaf1adef12700a4d19f96a1bc73dc27dd42aa44e36,common_voice_en_41684833.mp3,f39cb08097c9c7dbd10d3bc4902fb412c0540a8245ae4705613fe31550cf92a3,"A similar example is Charlotte Perkins Gilman's story ""The Yellow Wallpaper"".",,Unknown,United States English,en, A similar example is Charlotte Perkins Gilman's story The Yellow Wallpaper.,0.18181818181818182,0.025974025974025976
7cc582846b78ad7c05670b0e99055098042e6fbec4fb0dd3348189321d6f5277d1122bacf2da3a2b355260eaf1adef12700a4d19f96a1bc73dc27dd42aa44e36,common_voice_en_41685590.mp3,f3aa6d538ea47f92a3ad06893e2805f5cc4ad9404e56d7470603b8d5ed094460,The establishment was commanded by an officer of the rank of Lieutenant Commander.,15.0,Unknown,United States English,en, The establishment was commanded by an officer of the rank of a lieutenant commander.,0.23076923076923078,0.04878048780487805
